	insect_51_WholeSpecimen	insect_52_WholeSpecimen	insect_53_WholeSpecimen	insect_54_WholeSpecimen	insect_55_WholeSpecimen	insect_56_WholeSpecimen	insect_57_WholeSpecimen	insect_58_WholeSpecimen	insect_59_WholeSpecimen	insect_60_WholeSpecimen	insect_61_WholeSpecimen	insect_62_WholeSpecimen	insect_63_WholeSpecimen	insect_64_WholeSpecimen	insect_65_WholeSpecimen	insect_66_WholeSpecimen	insect_67_WholeSpecimen	insect_68_WholeSpecimen	insect_69_WholeSpecimen	insect_70_WholeSpecimen
de5437e78303f6645d774a90bef4e370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
a82250af6ba5d2b64912c3ad6d84a5b0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9db1c43f5850e93a3c524ae644664fc9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ab367ccf59384e60d4125d9417c76beb	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91585b7e3dc10e0e3c69a7fc061a1b1f	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
c992c6eb5c9c00d1814d7b84ea0a1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
66063c3a2e5cc0fd8b0b301cdbb7c0ce	0	0	0	0	63	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
8b7483d80f112638fcde8435d183a1bf	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13d0e662684249be04d631981ca31b47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0
7af6fc12809fdafab918881f836460f8	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452e8489334d0ba0cf7eeccea28f1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
432c814024bdfd89d3273986167eefb9	0	0	0	0	499	0	0	0	0	0	0	0	36	0	0	0	0	0	36	0
b06f2fb52a01abc265ff9036fee99424	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d76d59ec71de0e3b22da0c9cd564d41a	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
08bd43071a06abf56df235fca6655bea	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	349	0
d99116b97ba162fa41484afab9af2627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0
f8c0af26c7c4b829d7e573ecaacb6572	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
98143d3e3cd541c0028117de28d58c8c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
61535a40adb8221483821e3984d0b1ac	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	7	0	0	0	0
0a68ec564e278b0246c920ad7de41880	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
d49783e7800974b5f2bcce554e26072e	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	379	0
c81d2bd60b0b2a355bc6e63534ecc66c	0	0	0	0	1664	0	0	0	0	0	11	6	399	0	0	0	0	0	707	0
932965d7ed2166402b521fea7a1029a4	0	0	0	0	0	0	0	0	0	0	53	53	0	0	0	0	0	0	64	0
0ba92b5d91ba43524ebc6ea1ae7c5a73	0	0	0	0	58	0	0	0	0	0	0	0	277	0	0	0	0	0	24	0
02a1365d97b536fd222296287de73535	0	0	0	0	1180	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0
2a7169b7465789a82b4f47c3d934d259	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	460	0
c6c3ab4e828fb40d6e05967b7aac9338	0	0	0	0	0	0	0	0	0	0	0	62	9	0	0	0	0	0	0	0
00a96fbd0ac34bfd245f9c24f8737f7d	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
a63f65ad0f7a1ffc9e5ea828e95cdd6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
0305ddf4375c4b915d28ca1500e01974	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2419a3bc19c5ab67e8843ae1d35cac3f	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
978bb100d578cc87cf149c79aa20adb2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac0099991c8518a5268b1a19a84550b	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
bf3e1ee6abcd8bfc911426d22ab0d4c8	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5466e1aea8312e410d78abb5199ea978	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2981ef29bfa309b82ff5004f3f092916	0	2	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
141f92c0b035d2180dca990e6d679915	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
46a4adb950841e56c3c75d2de1b28566	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
35e7a771fe596263d6d7cac26698735f	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	47	0	0	0	0
6f0f365dc8638597e5f4cc161f803c81	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
f4d1fac3194d756b69c64630fb1e78b7	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ddc099c7707bbdad0b9e90375ab4fd5f	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
12615dfed222d35c1582cbd6cef48013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
f4cc6e4932f507b33d1335d801f54563	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
47d0f3d7e73980aa27bf4d8d9db49e66	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	23	0	0	0	0
3ff37adecb4a88e4560da7b5b427184d	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
da6394eaeecfb904470c76fe47ac4caf	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
5149bdbf03de13bb38557d48d5141b87	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6569379277cb6df16091afbdf2001b0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c24e0e391aa836b5eae25567c7eb89ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0
cd9ca840390c8c0d54da8c1a984f2b37	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	59	0
a248d70e41d75f4773ef7c94e831a21a	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	844	0
9624ce4cefb03530aaafca65b645cfcc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
24646f903382ae52da1b45805982e09f	0	0	0	0	1083	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0
3b17ffa45b4816e5ad66b43e6896b637	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a00d6f6f050de856ab73d3e92c51b01	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
