function	insect_51_WholeSpecimen	insect_52_WholeSpecimen	insect_53_WholeSpecimen	insect_54_WholeSpecimen	insect_55_WholeSpecimen	insect_56_WholeSpecimen	insect_57_WholeSpecimen	insect_58_WholeSpecimen	insect_59_WholeSpecimen	insect_60_WholeSpecimen	insect_61_WholeSpecimen	insect_62_WholeSpecimen	insect_63_WholeSpecimen	insect_64_WholeSpecimen	insect_65_WholeSpecimen	insect_66_WholeSpecimen	insect_67_WholeSpecimen	insect_68_WholeSpecimen	insect_69_WholeSpecimen	insect_70_WholeSpecimen
RXN-8163	0.0	0.0	7.5	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0
RXN-8166	0.0	0.0	58.0	0.0	0.0	634.0	23.0	149.0	8.0	18.0	3.0	53.25	36.0	0.0	443.66	177.66	3654.0	196.66	3.75	0.0
RXN-8214	40.29	0.0	143.0	0.0	0.0	128.0	0.0	10.0	10.14	0.0	5.0	719.86	11.0	0.0	23.0	0.0	16.0	0.0	0.0	0.0
RXN-8294	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8296	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8298	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8300	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8302	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8305	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8308	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8316	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8340	13657.06	3670.71	9269.21	13746.07	9138.54	5802.2	8727.75	1157.0	9569.47	6908.32	13066.34	7069.5	4024.96	3321.53	13402.97	15658.35	36802.71	32923.78	13638.96	3368.75
RXN-8342	12625.17	3713.38	6381.83	8632.07	1926.72	5814.2	8715.5	1196.0	1548.11	6270.5	7591.09	5462.610000000001	2323.46	2998.17	9404.98	14163.29	32903.8	1801.98	8357.619999999999	3581.0
RXN-8344	12665.46	3081.38	5782.56	8489.4	2031.29	5219.2	8793.75	1157.0	1532.75	6206.5	7601.62	5455.68	2278.54	3054.88	9265.16	13982.98	35704.32	1942.92	8277.619999999999	3319.75
RXN-8348	13652.17	3655.71	9141.75	12774.48	4972.4	5804.2	8769.75	1306.0	9371.97	7120.32	12609.58	5777.37	2977.74	3340.2	12757.22	15432.85	48203.18	32192.58	13081.69	3365.75
RXN-8363	92.38	130.88	145.77	43.0	158.0	1089.0	0.0	972.0	1772.0	165.0	124.4	2261.42	942.76	31.5	831.29	1521.3200000000002	1904.95	652.76	6052.25	88.0
RXN-8388	0.0	632.0	72.33	4.0	0.0	1037.0	0.0	10.0	0.8	56.0	8.0	1668.04	191.36	114.68	72.28999999999999	10.07	3.07	0.75	0.0	0.0
RXN-8389	0.0	632.0	72.33	4.0	0.0	1037.0	0.0	10.0	0.8	56.0	8.0	1668.04	191.36	114.68	72.28999999999999	10.07	3.07	0.75	0.0	0.0
RXN-8390	0.0	632.0	72.33	4.0	0.0	1037.0	0.0	10.0	0.8	56.0	8.0	1668.04	191.36	114.68	72.28999999999999	10.07	3.07	0.75	0.0	0.0
RXN-8391	14191.45	8377.84	8804.11	13941.44	20688.9	22734.5	14462.75	32580.4	28789.44	8963.220000000001	13446.43	23667.52	18089.0	3459.33	18024.76	19708.29	45114.78999999999	31514.84	23390.88	15917.35
RXN-8457	88.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-8505	12600.88	2977.38	1527.64	8452.5	2657.29	3564.5	4196.75	151.0	2764.22	5454.5	7390.5	2492.82	2035.5	2866.5	8229.6	9147.25	12664.08	2142.72	5933.95	3270.75
RXN-8527	91.2	274.0	464.33	91.0	75.0	51.0	72.0	33.0	492.0	130.0	2234.0	135.0	16.0	92.67	668.0	4750.0	13577.0	1010.0	1032.0	34.0
RXN-8529	269.38	2586.28	4359.92	112.37	11206.86	16461.3	514.75	895.4000000000001	4595.3	1399.97	1424.7900000000002	16205.8	14362.76	254.17	5714.72	2286.15	21714.44	1696.03	13327.97	12482.25
RXN-8562	0.0	316.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-8580	0.0	361.0	81.66	0.0	8391.0	10.0	0.0	63.0	177.0	44.17	30.0	472.83	5442.0	24.0	114.17	7.0	71.34	7.0	2258.0	0.0
RXN-8581	0.0	361.0	81.66	0.0	8391.0	10.0	0.0	63.0	177.0	44.17	30.0	472.83	5442.0	24.0	114.17	7.0	71.34	7.0	2258.0	0.0
RXN-8582	0.0	0.0	11.6	1.4	0.0	2.0	64.0	149.0	0.0	0.0	0.0	118.0	0.0	24.0	51.33	2.33	29.2	24.33	0.0	0.0
RXN-8583	0.0	0.0	11.6	1.4	0.0	2.0	64.0	149.0	0.0	0.0	0.0	118.0	0.0	24.0	51.33	2.33	29.2	24.33	0.0	0.0
RXN-8612	0.0	0.0	11.6	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	9.2	0.0	0.0	0.0
RXN-8626	6.859999999999999	128.0	4915.0	80.5	20.57	344.0	0.0	0.0	1673.5	122.0	936.25	344.54	11.89	109.71	310.82	546.5	336.8	2377.8	458.46	23.0
RXN-8629	13538.21	8949.79	11733.73	18418.01	9803.63	40542.0	14903.75	62628.8	38070.17	10683.53	20101.76	47345.22	20615.0	3702.14	33092.85	27845.51	86825.95000000001	61040.350000000006	38831.19	35616.35
RXN-863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	12.0	0.0	0.0	0.0
RXN-8630	0.0	316.0	28.99	2.0	0.0	16.0	0.0	0.0	0.0	28.0	11.0	22.64	6.36	24.0	117.29	6.07	316.07	25.64	0.0	0.0
RXN-8631	38933.31	12602.24	22508.14	31544.34	37200.97	44609.7	15273.75	32618.800000000003	50634.38	19819.19	24030.71	38427.25	24103.4	9252.329999999998	37963.38	23813.410000000003	32648.93	34804.42	36293.81	33710.35
RXN-864	0.0	0.0	0.0	0.0	0.0	2.0	23.0	0.0	4.0	0.0	0.0	84.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0
RXN-8641	51.98	223.0	35.33	0.0	7745.32	14322.0	64.0	0.0	98.14	384.17	64.93	1488.2800000000002	3352.86	27.71	99.6	70.0	327.0	10.0	499.97	0.0
RXN-8643	12592.46	2703.38	1131.24	8389.9	3209.29	4239.5	4190.0	486.0	2288.0	5637.5	5221.5	2424.03	606.6700000000001	2785.79	8199.33	7513.58	5408.08	904.45	4721.75	2975.5
RXN-8648	0.0	316.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-8667	1171.29	331.0	227.4	945.9	197.0	214.2	127.0	1032.0	580.14	451.0	210.86	1110.35	445.14	207.38	88.53	157.0	238.2	211.0	47.0	0.0
RXN-8668	14299.78	5698.6	9745.05	17274.27	13933.13	50746.2	5546.75	2754.4	32829.96	7850.38	16603.54	24670.120000000003	19594.800000000003	3627.36	22065.53	15730.25	44244.65	57963.12	26064.26	15597.35
RXN-8672	62.29	345.0	463.75	59.9	0.0	1144.2	73.75	1085.0	109.89	443.0	67.4	2456.8	215.93	68.67	631.4399999999999	51.07	2026.37	328.05	4852.6	261.25
RXN-8673	62.29	345.0	463.75	59.9	0.0	1144.2	73.75	1085.0	109.89	443.0	67.4	2456.8	215.93	68.67	631.4399999999999	51.07	2026.37	328.05	4852.6	261.25
RXN-8674	62.29	345.0	463.75	59.9	0.0	1144.2	73.75	1085.0	109.89	443.0	67.4	2456.8	215.93	68.67	631.4399999999999	51.07	2026.37	328.05	4852.6	261.25
RXN-8748	13180.42	3681.99	6965.31	9686.1	7543.43	6725.2	5194.0	1234.0	21058.32	6149.1	6280.43	9209.89	6905.56	2979.43	10960.29	11221.97	8903.24	2225.2	10816.03	3143.1
RXN-8751	293.54	480.88	9114.32	1959.8	3535.5	4314.4	4693.0	4139.0	1884.56	1409.0	2880.58	5697.52	2898.42	590.5	2191.96	8958.91	24336.28	2417.89	3536.45	171.0
RXN-8752	293.54	480.88	9114.32	1959.8	3535.5	4314.4	4693.0	4139.0	1884.56	1409.0	2880.58	5697.52	2898.42	590.5	2191.96	8958.91	24336.28	2417.89	3536.45	171.0
RXN-8753	293.54	480.88	9114.32	1959.8	3535.5	4314.4	4693.0	4139.0	1884.56	1409.0	2880.58	5697.52	2898.42	590.5	2191.96	8958.91	24336.28	2417.89	3536.45	171.0
RXN-8760	1043.85	501.73	5485.9800000000005	5186.27	15715.65	2051.2	992.75	1077.0	23057.26	779.42	4481.38	3571.37	5467.56	293.87	3208.59	2008.8	4012.03	28438.11	9091.59	451.85
RXN-8762	1052.85	501.73	5680.31	5196.27	15898.41	2053.2	992.75	1077.0	23105.26	795.42	4634.81	3752.08	5538.13	328.54	3378.0199999999995	2039.8	4293.03	28626.11	9588.59	451.85
RXN-8763	1052.85	484.73	5798.58	5226.34	15552.25	2688.4	10.75	2122.0	6511.26	653.42	4655.139999999999	3653.08	5469.13	317.87	3624.62	2025.8	5542.23	28721.11	9586.59	284.85
RXN-8764	1052.85	501.73	5584.38	5189.870000000001	16109.98	2051.2	1003.5	1077.0	23113.76	795.42	4626.38	3745.37	5467.56	293.87	3337.59	2036.3	4255.83	28619.11	9586.59	713.1
RXN-8765	872.49	480.73	5651.31	5192.6	12009.9	2053.2	10.75	1061.0	6510.26	653.42	4505.55	2202.54	4438.56	328.54	3332.59	1932.8	4206.03	28631.11	6274.46	284.85
RXN-8766	1030.85	168.73000000000002	5496.6	5148.200000000001	15286.15	344.0	10.75	0.0	6421.26	531.42	4570.05	2173.37	4707.56	293.87	2952.99	1995.8	2637.83	28465.0	4838.59	284.85
RXN-8767	845.49	164.73000000000002	5409.6	5077.200000000001	2445.57	344.0	10.75	0.0	6329.26	531.42	4450.55	390.54	2248.56	272.87	2868.99	1898.8	2601.83	28465.0	1516.46	284.85
RXN-8768	1025.69	817.73	5680.31	5196.27	16109.98	2063.2	992.75	1077.0	23105.26	823.42	4626.38	3744.54	5506.56	328.54	3376.59	2039.8	4293.03	28626.11	9586.59	451.85
RXN-8769	1234.85	516.06	5731.81	5199.9400000000005	16189.08	2053.2	992.75	1077.0	23149.26	795.42	4655.71	3815.77	5506.56	328.54	3416.89	2049.8	4432.63	28781.91	9618.69	451.85
RXN-8770	2263.62	668.6099999999999	7551.92	5281.27	21555.22	3920.4	1133.75	1999.0	25746.75	1713.57	5957.389999999999	5636.54	6997.1900000000005	499.4	4850.619999999999	2275.22	16919.579999999998	31371.23	13631.42	474.85
RXN-8771	45.0	316.0	267.71	60.4	24.0	881.2	12.0	1061.0	543.0	181.0	246.0	707.0	56.0	34.67	941.6	34.0	14201.2	391.22	8045.0	0.0
RXN-8772	0.0	0.0	11.6	1.4	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	95.33	16.33	29.2	24.33	0.0	0.0
RXN-8773	0.0	0.0	13.64	15.0	210.0	0.0	97.0	0.0	8.0	18.0	21.29	344.7	81.71000000000001	127.71	13.86	0.0	0.0	0.0	2.0	0.0
RXN-8774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-8775	0.0	0.0	265.49	15.0	0.0	0.0	97.0	298.0	0.0	0.0	0.0	1735.5	5.17	24.0	389.0	163.5	3630.0	148.0	0.0	0.0
RXN-8777	0.0	0.0	24.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.5	0.0	0.0	0.0	0.0	14.67	0.0	0.0	0.0
RXN-8783	0.0	0.0	177.3	0.0	746.0	1786.2	145.0	1320.0	0.8	313.0	0.0	79.4	26.0	0.0	364.6	146.0	3635.0	148.0	12.0	0.0
RXN-8786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1012.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-8792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1012.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-8805	0.0	0.0	44.5	0.0	0.0	4.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	114.0	0.0	313.0	32.0	0.0	0.0
RXN-8807	234.38	567.88	2373.82	274.3	2274.4	3745.0	5474.0	286.0	19671.05	985.0	2657.43	5938.74	3246.67	147.21	3642.1	9052.65	33814.45	2198.5	11084.35	426.0
RXN-8820	0.0	0.0	129.0	0.0	0.0	54.0	0.0	0.0	0.0	8.0	0.0	249.0	33.0	0.0	188.0	0.0	88.0	0.0	80.0	0.0
RXN-8829	0.0	0.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-8831	91.2	274.0	464.33	91.0	75.0	51.0	72.0	33.0	492.0	130.0	2234.0	135.0	16.0	92.67	668.0	4750.0	13577.0	1010.0	1032.0	34.0
RXN-8835	0.0	0.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-8837	91.2	274.0	464.33	91.0	75.0	51.0	72.0	33.0	492.0	130.0	2234.0	135.0	16.0	92.67	668.0	4750.0	13577.0	1010.0	1032.0	34.0
RXN-8840	0.0	0.0	3.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.67	8.0	0.0	0.0	0.0	0.0	0.0
RXN-8841	12441.5	2917.5	896.52	8356.5	1706.29	3027.5	4124.75	0.0	533.22	5281.5	5119.5	1213.04	34.5	2779.34	7047.8	5859.0	208.6	133.8	3442.1	3148.75
RXN-8850	80.49000000000001	509.4	1760.72	4276.870000000001	7295.0	662.2	36.0	30583.0	5746.4	803.6	4154.88	858.3299999999999	1362.7299999999998	276.47	3018.59	1194.13	3996.05	28119.11	1327.46	72.6
RXN-8851	40.29	632.0	53.83	2.0	0.0	150.0	0.0	0.0	10.14	56.0	0.0	276.86	66.17	34.67	8.0	13.5	0.0	7.0	0.0	0.0
RXN-8852	0.0	316.0	3757.33	2.0	0.0	436.0	99.0	0.0	8.0	28.0	0.0	265.71000000000004	44.17	74.38	12.0	533.5	13.0	89.0	42.0	0.0
RXN-8872	0.0	316.0	28.99	2.0	0.0	16.0	0.0	0.0	0.0	28.0	11.0	22.64	6.36	24.0	117.29	6.07	316.07	25.64	0.0	0.0
RXN-8890	0.0	0.0	68.0	0.0	879.0	0.0	0.0	0.0	44.0	0.0	39.0	19.8	45.0	0.0	16.6	10.0	43.2	136.6	53.2	0.0
RXN-8891	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	10.0	0.0	0.0	21.0	6.0	0.0	0.0	161.0	0.0	0.0	4.0	0.0
RXN-8930	40.29	0.0	7.14	0.0	0.0	829.2	99.0	912.0	10.14	0.0	1.43	242.43	18.57	124.0	18.6	0.0	0.0	0.0	0.0	0.0
RXN-8953	1925.17	47.61	2299.51	2043.1	8587.33	914.0	0.0	10.0	2058.46	276.42	1011.3	1811.68	3566.67	122.66	1565.77	748.75	2405.9	1767.2199999999998	3240.45	3.6
RXN-8956	0.0	0.0	36.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	577.0	0.0	0.0	114.0	0.0	313.0	25.0	0.0	0.0
RXN-8957	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
RXN-8958	0.0	316.0	75.0	2.0	0.0	14.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	2.0	4.0	19.0	7.0	0.0	0.0
RXN-8959	0.0	0.0	51.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
RXN-8960	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
RXN-8961	0.0	316.0	59.0	0.0	0.0	10.0	0.0	149.0	0.0	28.0	0.0	32.0	0.0	0.0	46.0	14.0	19.0	0.0	0.0	0.0
RXN-8964	0.0	0.0	71.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	577.0	0.0	0.0	360.0	159.0	3614.0	148.0	0.0	0.0
RXN-8965	0.0	0.0	88.33	3.0	0.0	2.0	23.0	149.0	0.0	0.0	0.0	616.0	0.0	10.67	360.0	159.0	3630.0	148.0	0.0	0.0
RXN-8966	0.0	0.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
RXN-8975	14107.02	6055.84	8987.11	14025.77	27471.710000000003	22570.0	14408.75	31239.4	29273.300000000003	8783.22	13635.81	23987.39	19982.07	3463.33	18680.76	19911.68	44130.45	32306.84	23899.41	15920.35
RXN-8976	14077.02	6196.84	9147.55	14052.27	26212.71	21895.0	9934.75	31239.4	29252.300000000003	8378.22	13616.38	22649.1	18916.39	3378.0	18733.84	17548.32	43233.93	32294.12	23694.61	15783.35
RXN-8979	23.0	0.0	347.26	17.9	24.0	135.0	45.75	149.0	540.75	67.0	233.0	1047.0	187.0	39.0	866.08	2.83	13073.7	270.83	3379.0	261.25
RXN-8992	12664.79	3224.83	6157.23	8613.07	2365.79	5996.2	9722.75	30964.0	18488.41	6418.5	7657.69	5436.08	1670.54	2980.0	9731.41	13870.33	32184.97	1971.63	8468.6	3535.75
RXN-8999	15129.670000000002	6029.57	10752.33	19190.57	27402.28	21883.0	9934.75	31239.4	35436.36	8865.64	17864.43	22752.480000000003	19390.63	3660.16	21474.35	18906.48	45406.72	60494.03999999999	25019.64	15806.95
RXN-9003	12664.79	3523.83	2559.73	8531.07	2040.39	5662.2	8740.75	30948.0	1578.41	6269.5	7596.69	4590.33	1630.14	2972.0	9226.91	13397.33	32181.97	1701.74	8400.85	3368.75
RXN-9017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-9023	2757.79	639.99	2505.87	6181.9	26198.14	292.5	1104.0	165.0	23836.06	1588.46	4903.610000000001	4996.7300000000005	6674.34	430.79	4571.6	1999.83	4801.21	29212.4	5967.51	193.0
RXN-9024	12441.5	2635.5	1153.36	8520.5	2084.29	2990.7	6014.0	954.0	34256.72	5607.5	5189.5	2678.9300000000003	116.87	2706.29	8045.1	5884.0	205.0	242.0	3494.0	3221.5
RXN-9025	15647.78	3545.49	3599.1800000000003	14548.47	29961.19	18203.5	5294.0	566.0	24448.2	6848.29	10103.13	8209.42	10993.51	3307.79	13762.17	7872.74	5765.299999999999	29325.54	11646.28	3080.5
RXN-9028	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RXN-9030	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	9.0	366.33	161.32999999999998	3634.0	172.32999999999998	0.0	0.0
RXN-9031	232.33	175.0	199.02	118.9	237.33	1178.0	4405.0	149.0	251.22	759.64	258.0	1261.83	1069.0	23.72	587.12	5508.5	4338.2	197.0	172.0	137.0
RXN-9068	0.0	16.0	5.0600000000000005	0.0	2840.0	813.2	0.0	873.0	223.0	0.0	7.0	84.0	3180.0	0.0	1.6	0.0	5.0	0.0	295.0	0.0
RXN-9101	12481.79	2601.5	916.61	8356.5	1706.29	3015.5	4149.0	149.0	542.86	5271.5	5091.93	2071.86	53.07	2839.29	7063.33	5860.83	213.0	156.32999999999998	3415.5	2887.5
RXN-9140	44.0	0.0	16.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
RXN-9141	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
RXN-9144	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
RXN-9145	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
RXN-9157	12586.75	2742.38	5653.38	8493.57	2200.7200000000003	7960.6	4468.75	5104.0	1375.69	5956.5	5657.02	4831.75	811.8800000000001	3013.5	10026.47	6938.74	29072.930000000004	1630.72	7203.18	3148.75
RXN-9160	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
RXN-9190	12831.04	6768.51	1781.81	8533.17	16939.56	34639.6	5552.0	554.8	23636.73	7238.09	7278.49	29540.59	23085.32	2909.53	17629.33	7722.619999999999	7159.110000000001	1650.29	14877.74	27408.5
RXN-9191	12952.17	4134.04	7517.27	8705.07	7030.790000000001	21168.2	9725.75	31090.0	22024.91	6745.5	8575.84	8509.29	8410.47	3127.17	10835.02	15567.65	34436.84	4620.3	15674.63	3646.75
RXN-9204	12831.04	6768.51	1781.81	8533.17	16939.56	34639.6	5552.0	554.8	23636.73	7238.09	7278.49	29540.59	23085.32	2909.53	17629.33	7722.619999999999	7159.110000000001	1650.29	14877.74	27408.5
RXN-9205	12952.17	4134.04	7517.27	8705.07	7030.790000000001	21168.2	9725.75	31090.0	22024.91	6745.5	8575.84	8509.29	8410.47	3127.17	10835.02	15567.65	34436.84	4620.3	15674.63	3646.75
RXN-9217	12831.04	6768.51	1781.81	8533.17	16939.56	34639.6	5552.0	554.8	23636.73	7238.09	7278.49	29540.59	23085.32	2909.53	17629.33	7722.619999999999	7159.110000000001	1650.29	14877.74	27408.5
RXN-9220	12952.17	4134.04	7517.27	8705.07	7030.790000000001	21168.2	9725.75	31090.0	22024.91	6745.5	8575.84	8509.29	8410.47	3127.17	10835.02	15567.65	34436.84	4620.3	15674.63	3646.75
RXN-9222	12664.79	3523.83	2559.73	8531.07	2040.39	5662.2	8740.75	30948.0	1578.41	6269.5	7596.69	4590.33	1630.14	2972.0	9226.91	13397.33	32181.97	1701.74	8400.85	3368.75
RXN-9223	12547.79	2950.5	4998.280000000001	8430.67	2997.22	3653.0	4324.75	29636.0	1328.61	5690.5	5629.09	2567.58	925.71	2892.0	8309.31	6540.33	17154.77	1116.63	6856.1	3197.75
RXN-9225	12664.79	3509.5	6103.469999999999	8556.4	2343.69	4991.2	8763.75	30938.0	1577.61	6269.5	7603.36	5615.92	1489.5	3023.67	9519.9	13856.4	33605.44	1905.47	8375.0	3368.75
RXN-9227	12952.17	4134.04	7517.27	8705.07	7030.790000000001	21168.2	9725.75	31090.0	22024.91	6745.5	8575.84	8509.29	8410.47	3127.17	10835.02	15567.65	34436.84	4620.3	15674.63	3646.75
RXN-9229	12664.79	3509.5	6103.469999999999	8556.4	2343.69	4991.2	8763.75	30938.0	1577.61	6269.5	7603.36	5637.17	1489.5	3023.67	9519.9	13856.4	33605.44	1905.47	8378.75	3368.75
RXN-9230	12664.79	3523.83	2559.73	8531.07	2040.39	5662.2	8740.75	30948.0	1578.41	6269.5	7596.69	4590.33	1630.14	2972.0	9226.91	13397.33	32181.97	1701.74	8400.85	3368.75
RXN-9231	12547.79	2950.5	4998.280000000001	8430.67	2997.22	3653.0	4324.75	29636.0	1328.61	5690.5	5629.09	2567.58	925.71	2892.0	8309.31	6540.33	17154.77	1116.63	6856.1	3197.75
RXN-9233	12664.79	3509.5	6103.469999999999	8556.4	2343.69	4991.2	8763.75	30938.0	1577.61	6269.5	7603.36	5615.92	1489.5	3023.67	9519.9	13856.4	33605.44	1905.47	8375.0	3368.75
RXN-9235	12952.17	4134.04	7517.27	8705.07	7030.790000000001	21168.2	9725.75	31090.0	22024.91	6745.5	8575.84	8509.29	8410.47	3127.17	10835.02	15567.65	34436.84	4620.3	15674.63	3646.75
RXN-9237	12664.79	3509.5	6103.469999999999	8556.4	2343.69	4991.2	8763.75	30938.0	1577.61	6269.5	7603.36	5637.17	1489.5	3023.67	9519.9	13856.4	33605.44	1905.47	8378.75	3368.75
RXN-9238	12547.79	2950.5	4998.280000000001	8430.67	2997.22	3653.0	4324.75	29636.0	1328.61	5690.5	5629.09	2567.58	925.71	2892.0	8309.31	6540.33	17154.77	1116.63	6856.1	3197.75
RXN-9240	12664.79	3509.5	6103.469999999999	8556.4	2343.69	4991.2	8763.75	30938.0	1577.61	6269.5	7603.36	5615.92	1489.5	3023.67	9519.9	13856.4	33605.44	1905.47	8375.0	3368.75
RXN-9242	12952.17	4134.04	7517.27	8705.07	7030.790000000001	21168.2	9725.75	31090.0	22024.91	6745.5	8575.84	8509.29	8410.47	3127.17	10835.02	15567.65	34436.84	4620.3	15674.63	3646.75
RXN-9280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0
RXN-9281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0
RXN-9282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0
RXN-9287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0
RXN-9297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.8	0.0
RXN-9310	12563.88	4669.110000000001	4771.32	8420.5	2080.89	19313.8	8656.0	196.4	3966.52	6668.47	6185.96	9714.79	6415.09	2873.5	9022.09	10347.82	3367.24	977.9	11070.12	7853.5
RXN-9311	12481.79	2618.5	4740.04	8439.9	2136.69	4645.0	5166.0	26.0	17401.66	5430.5	5156.79	3224.25	314.61	2942.0	7648.93	6321.5	202.2	319.0	3470.0	3054.5
